HH7_region,country_orig,matched_name1,matched_name2,matched_name3,matched_name123,NAME_0,NAME_1,NAME_12,NAME_2,NAME_3,Abs_Lat,CGIAR_Aridity_Index,CGIAR_PET,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,CIFOR_TropicalPeatlandDepth,CIFOR_TropicalPeatlandExtent,CMS_HeterotrophicRespiration_usingEquationFromBondLamberty2004,CMS_HeterotrophicRespiration_usingEquationFromSubke2006,CMS_SoilRespiration_mean,CSP_Global_Human_Modification,ConsensusLandCoverClass_Barren,ConsensusLandCoverClass_Cultivated_and_Managed_Vegetation,ConsensusLandCoverClass_Deciduous_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Broadleaf_Trees,ConsensusLandCoverClass_Evergreen_Deciduous_Needleleaf_Trees,ConsensusLandCoverClass_Herbaceous_Vegetation,ConsensusLandCoverClass_Mixed_Other_Trees,ConsensusLandCoverClass_Open_Water,ConsensusLandCoverClass_Regularly_Flooded_Vegetation,ConsensusLandCoverClass_Shrubs,ConsensusLandCoverClass_Snow_Ice,ConsensusLandCoverClass_Urban_Builtup,ConsensusLandCover_Human_Development_Percentage,CrowtherLab_Tree_Density,EarthEnvCloudCover_CloudForestPrediction,EarthEnvCloudCover_Mean,EarthEnvTexture_CoOfVar_EVI,EarthEnvTexture_Contrast_EVI,EarthEnvTexture_Correlation_EVI,EarthEnvTexture_Dissimilarity_EVI,EarthEnvTexture_Entropy_EVI,EarthEnvTexture_Evenness_EVI,EarthEnvTexture_Homogeneity_EVI,EarthEnvTexture_Maximum_EVI,EarthEnvTexture_Range_EVI,EarthEnvTexture_Shannon_Index,EarthEnvTexture_Simpson_Index,EarthEnvTexture_Std_EVI,EarthEnvTexture_Uniformity_EVI,EarthEnvTexture_Variance_EVI,EarthEnvTopoMed_1stOrderPartialDerivEW,EarthEnvTopoMed_1stOrderPartialDerivNS,EarthEnvTopoMed_2ndOrderPartialDerivEW,EarthEnvTopoMed_2ndOrderPartialDerivNS,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,EarthEnvTopoMed_TangentialCurvature,EarthEnvTopoMed_TerrainRuggednessIndex,EarthEnvTopoMed_TopoPositionIndex,EarthEnvTopoMed_VectorRuggednessMeasure,EsaCci_BurntAreasProbability,FanEtAl_Depth_to_Water_Table_AnnualMean,FanEtAl_Depth_to_Water_Table_AnnualSD,GHS_Population_Density,GLW3_RuminantsDistribution_downsampled10km,GPWv4_Population_Density,GiriEtAl_MangrovesExtent,GoshEtAl_GlobalGDP2006,IPCC_Global_Biomass,MODIS_EVI,MODIS_FPAR,MODIS_GPP,MODIS_LAI,MODIS_NDVI,MODIS_NPP,MODIS_Nadir_Reflectance_Band1,MODIS_Nadir_Reflectance_Band2,MODIS_Nadir_Reflectance_Band3,MODIS_Nadir_Reflectance_Band4,MODIS_Nadir_Reflectance_Band5,MODIS_Nadir_Reflectance_Band6,MODIS_Nadir_Reflectance_Band7,NASA_ForestCanopyHeight,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,Resolve_Biome,Resolve_Ecoregion,SG_Absolute_depth_to_bedrock,SG_Bulk_density_015cm,SG_CEC_015cm,SG_Clay_Content_015cm,SG_Coarse_fragments_015cm,SG_Depth_to_bedrock,SG_H2O_Capacity_015cm,SG_SOC_Content_015cm,SG_SOC_Density_015cm,SG_SOC_Stock_005cm_to_015cm,SG_Saturated_H2O_Content_015cm,SG_Silt_Content_015cm,SG_Soil_H2O_Capacity_pF_20_015cm,SG_Soil_pH_H2O_015cm,SpawnEtAl_HarmonizedAGBiomass,SpawnEtAl_HarmonizedBGBiomass,TootchiEtAl_WetlandsRegularlyFlooded,UNEP_WCMC_Biomass,WCS_Human_Footprint_2009,WWF_Biome,WWF_Ecoregion
Imo,Nigeria,Imo,,,Imo,Nigeria,Imo,,,,5.550263743,15796.25417,1398.791779,258.117581,2404.758109,-2055.357385,340.6240305,-2648.076,243.0596511,267.8973753,274.1969414,244.0805539,217.284303,71.4197856,1037.768947,9.439832327,57.59811046,107.2957918,404.2853875,1135.217029,-2608.160274,-1582.967409,0.335564096,0.066428333,572.4153131,576.1226328,1135.317095,0.671946611,0.015543895,48.60478414,7.837995978,23.54599258,0,0.321635141,17.92213662,0.114170804,0.478399422,0.568998303,0,0.580133853,49.18491799,20224.21213,1.76E-05,8232.496518,489.6605369,112689.2838,1452.033116,25139.57594,26920.96125,9252.024226,3409.397008,1305.297305,946.6665148,18998.45609,8235.414243,261.901268,778.9642147,71552.57056,-0.000863364,-0.001216198,1.97E-07,-7.51E-08,-0.127323925,-0.097422234,-0.046415441,94.08921951,-0.062806319,-3.18E-06,11.1057673,0.904039226,3.30E-06,3.558705461,-0.034459915,9.38E-05,0.047545433,4.095029818,1.068305781,59.59834013,19914.86392,1076.41208,0,1.656207451,12052.35338,3608.065642,39.89001593,14541.0385,13.36048802,5551.788783,6016.340327,572.4617238,2626.836763,348.5708523,622.2377821,2789.477336,1978.984331,1020.891584,18.28479458,32.94671893,1,6,13357.4782,1297.652337,7.950645328,20.20733101,7.110892189,199.9777745,14.41533939,19.78045223,235.7294706,25.33834914,44.78869134,9.784132369,13.50878451,51.51806649,29.03744458,9.92544688,0.091160161,44.8400537,18.71577422,1,30106
Jigawa,Nigeria,Jigawa,,,Jigawa,Nigeria,Jigawa,,,,12.21610437,2443.22179,2654.720904,270.8815393,633.7678886,-2203.470701,390.6543933,-2596.26255,216.7915321,233.2756084,319.1182405,267.1437128,134.634365,142.2119476,0.009275247,0,0,62.12776247,215.1944708,617.8122382,-2475.479972,521.1580729,0.001888419,0.001537333,372.0223996,370.7114681,625.3399547,0.687620136,0.114169283,79.86262183,0.002023883,0.006792034,0,15.40532935,4.105279743,0.100160277,0,0.263391064,0,0.119409906,79.98203174,636.2821574,5.80E-07,4381.528637,606.2945695,65526.87143,2348.386906,18691.81735,25582.92192,9156.137348,4189.375267,1547.010829,741.1658562,17549.98023,7938.785857,210.8892014,930.2758712,48065.40785,0.000474723,0.000459601,-4.68E-07,-2.99E-06,0.110765676,0.125723285,0.026559711,392.895882,0.025800148,-3.73E-06,4.206391588,0.299610797,8.04E-07,1.390096893,-0.081660256,2.04E-05,0.018066455,18.3532413,0.21534817,14.23215401,37016.60086,255.0203617,0,0.133317334,424.4834938,2234.253453,23.93325705,4021.044607,5.001933981,2989.085975,1470.57157,2233.898801,3910.648644,935.5070564,1653.620041,4831.142992,4796.482509,3924.481654,2.397080306,38.60195859,7,62,13403.87234,1454.278613,8.228526031,12.65713871,3.426476561,199.9873701,11.32432717,4.78635784,58.45480513,6.422513114,40.08826689,15.93429503,15.06169939,66.76369174,5.702165632,1.918470238,0.188540106,6.709202081,12.10416822,7,30722
Kaduna,Nigeria,Kaduna,,,Kaduna,Nigeria,Kaduna,,,,10.35580264,5645.290659,2147.398508,251.3398998,1291.25828,-2143.246577,356.2112462,-2623.126865,226.5082041,237.6717898,288.1830639,231.4819518,171.0767968,104.6890013,563.7053232,0.282591074,1.155684983,113.2780342,322.2339117,901.1067835,-2546.365558,-651.1471071,0.000348259,0.00038529,382.6674987,381.8175662,650.4117461,0.628327304,0.02772914,68.24722204,3.12546539,0.136843474,0,1.348510742,13.13638832,0.077166322,0.003172312,13.39271042,0,0.513638333,68.76086037,5262.642633,5.40E-06,5493.420399,464.9791341,67631.69943,1958.355509,19044.16795,25688.64022,9160.720262,4118.430868,1523.093312,736.1628088,17561.20672,7950.886154,206.7202411,912.9001912,46618.12051,-0.00161597,-0.000551942,-7.48E-07,1.01E-06,-0.01019203,-0.072811501,-0.046100665,641.6964754,-0.003699758,-9.18E-06,17.10228055,1.462815968,8.83E-06,5.402930505,-0.111258522,0.000269435,1.588831805,16.75331416,0.467903579,10.96974176,6225.342779,197.9709436,0,0.267149306,2144.408577,2953.618937,34.98701303,8490.390637,9.116861069,4418.252222,3446.647823,1273.778664,3028.635302,575.963177,1037.840702,3685.440426,3275.580454,2238.617013,4.302029244,1.375620694,7,62,10555.90353,1279.401468,7.479834325,22.60874781,13.76256369,199.9115751,17.858828,9.31372512,124.5046181,11.92029187,45.93346837,23.04978974,17.03442974,57.00534891,15.83703944,14.9051869,0.069112729,19.90837453,13.6722512,7,30722
Kano,Nigeria,Kano,,,Kano,Nigeria,Kano,,,,11.73689488,3351.534818,2497.635544,258.3855182,956.5597567,-2205.929952,377.4138909,-2602.963512,210.5629707,224.1136671,304.5557384,252.7715382,132.8925839,129.998795,0.054796755,0,0.038170474,134.7376811,309.691707,855.7041113,-2486.978695,229.1019351,0.001445846,0.001580186,372.0973732,370.7739723,625.7813736,0.738221164,0.186269249,92.50840238,0.086076243,0.000965109,0,1.946371674,2.537796171,0.559752122,0.001132955,1.267532945,0,0.886151478,93.39455385,931.6323686,1.36E-06,4726.440512,532.010206,68725.68638,2139.450987,18399.45554,25267.68985,9131.935363,4303.992077,1597.787069,724.0205395,17186.13756,7862.173516,204.1004941,965.2321069,49062.27407,0.001174163,0.001285947,6.16E-08,1.94E-07,0.131189363,0.145583123,0.060089848,516.2875738,0.061757162,-2.54E-06,7.482223638,0.633117799,2.65E-06,2.341302336,-0.028662969,5.51E-05,0.119668298,17.44639519,0.220344854,38.39891949,27110.62906,703.2439157,0,0.611138772,469.5101841,2389.682369,26.45623133,5106.469612,5.92216031,3349.818011,1940.9629,1925.503648,3605.309138,804.2347027,1444.675058,4405.955528,4267.287929,3328.158815,2.226566042,5.214648539,7,62,12553.82804,1403.432607,7.455373939,15.51542017,9.269139219,199.9721471,14.26713921,5.766158234,83.81995038,8.100150784,41.68323322,21.93434854,16.23489108,61.7329524,7.772796213,3.145476168,0.146747538,11.74380912,15.96598348,7,30722
Katsina,Nigeria,Katsina,,,Katsina,Nigeria,Katsina,,,,12.37240418,2804.776367,2572.955405,259.9019395,811.1111277,-2196.629157,377.8138959,-2604.733668,213.1446184,225.9749877,305.7650729,253.2456932,140.8886211,130.8970383,0.028763743,0,0,101.5708976,255.2971583,713.8507788,-2494.57473,221.2480864,0.000287817,0.000311565,380.021539,379.0726013,644.0133728,0.694132491,0.27502455,83.45828277,0,0,0,11.4881071,4.108357168,0.192017934,0,0.055564831,0,0.367232559,83.82551533,673.7576683,1.31E-06,4488.086898,690.9824321,95205.27348,2363.712604,22600.7089,26550.62321,9262.185718,3692.590846,1355.795336,894.9413016,18761.24419,8185.107191,253.9982227,818.8367124,69827.99417,-9.43E-05,0.000731863,1.38E-07,6.39E-07,0.065373291,-0.003229661,-0.002874934,540.764498,0.035960382,-1.74E-06,7.65965806,0.660985934,2.43E-06,2.412925092,-0.013114232,2.88E-05,0.057341419,23.67585561,0.199110948,19.4174147,36520.9847,349.7026044,0,0.26665111,441.4281657,2259.983691,24.23693239,4444.521268,5.216044545,3068.027757,1674.298102,2170.196375,3815.786508,882.0914047,1579.168133,4696.971602,4621.653522,3684.123464,3.27263093,10.85862023,7,62,13179.40718,1415.825741,7.07714389,14.46776149,7.95338728,199.9983377,12.62284466,5.343049101,68.47690142,7.067852428,41.30664502,18.10588089,15.63210546,64.44743206,7.520404966,2.462883678,0.168689077,9.79526375,12.58206966,7,30722
Kebbi,Nigeria,Kebbi,,,Kebbi,Nigeria,Kebbi,,,,11.78635368,3399.805637,2523.725506,286.5732447,889.0790939,-2172.534276,397.0709278,-2613.847257,256.3458437,264.1147425,330.0776822,264.578086,186.3995888,121.187059,320.2707806,0.004146537,0.056155778,58.55915838,258.0092381,726.065304,-2520.828668,-203.4844574,0.001193851,0.001041547,359.4457884,357.4766797,597.645906,0.617414561,0.327755409,86.99751815,0.097714249,0.001350451,0.000212659,3.918794635,5.159532566,0.488605161,0.008486328,2.827439849,0,0.159638942,87.15715709,1146.922663,7.23E-07,4827.313492,558.7351093,72445.24831,2202.241989,19492.18091,25746.06826,9182.297306,4085.128407,1507.724793,767.8655001,17738.91143,7982.349729,217.3363346,906.9523531,52212.2807,-0.000717461,-0.000112668,-1.27E-06,-8.39E-07,-0.027252391,-0.06685597,-0.025838798,252.5064965,-0.006238942,-4.26E-06,8.708551154,0.744351204,2.26E-06,2.717518373,-0.081156486,5.01E-05,0.790457971,22.94453313,0.268003454,7.374370861,10513.90495,133.4227211,0,0.093339754,731.0046581,2376.133847,26.77963004,5524.263895,5.96919091,3384.607974,1981.869006,1826.505576,3401.798623,743.9228172,1312.694184,4294.926368,4152.223942,3164.22214,3.445032442,21.3291987,7,62,13192.17987,1478.421239,8.899681633,17.13413142,13.75529454,199.9984628,14.22569258,7.308650014,85.6119271,9.284741149,39.41888686,18.44622373,14.00548674,60.94000259,6.277888545,3.150013185,0.133279645,7.580647431,13.9789035,7,30722
Kogi,Nigeria,Kogi,,,Kogi,Nigeria,Kogi,,,,7.716320681,7727.228573,1635.788148,270.7691003,1425.620791,-2090.343388,359.633881,-2640.275674,248.4022609,279.5267985,294.9822321,250.9361476,217.4959354,79.06151136,634.2268218,3.614124578,13.07177296,95.05876313,242.7678884,693.512292,-2589.362059,-1089.163012,0.02818911,0.007283849,444.2363054,445.7043733,800.1959497,0.471915924,0.282546512,20.29206353,18.60166181,0.926035246,0.000410093,0.427558275,42.71230677,0.855017645,0.065716607,15.62263018,0,0.227476693,20.51954023,19305.48077,1.32E-05,7200.147111,409.9495173,79441.30491,1775.26111,20000.53322,25722.89154,9158.540651,4047.247973,1519.880817,764.7338391,17613.08954,7963.090766,215.008819,907.9951196,52614.47362,0.000542872,0.001107435,-8.01E-06,-8.71E-06,0.026148742,0.012799813,0.006555609,233.5861028,0.012322814,-2.47E-05,26.66542795,2.255761497,8.94E-06,8.318055155,-0.47736671,0.00058729,1.487054381,19.30993634,0.638141573,9.095872975,8202.768421,164.7935228,0,0.164225558,14127.50184,3602.352532,41.48398583,12353.30534,12.83582526,5562.034689,5189.198013,711.4614699,2755.440239,387.7956204,725.6966239,3112.468353,2341.50277,1321.120927,8.285459173,8.282861491,7,44,11022.34178,1265.233633,9.625378497,18.86370687,13.6211299,199.9357472,16.00658368,14.180382,173.3769242,17.70552826,46.15834984,19.48044162,17.1691175,58.62872411,23.23590598,16.8024761,0.071732285,36.68119163,8.954636025,7,30707
Kwara,Nigeria,Kwara,,,Kwara,Nigeria,Kwara,,,,8.982470522,6446.298953,1757.550666,270.8535957,1193.518208,-2097.005218,369.7556366,-2623.746901,248.5749354,269.2538108,297.9705117,250.2980006,199.7373873,87.65344504,597.389381,2.04834762,7.265809771,118.4231752,233.3786202,667.1637902,-2561.481759,-1049.520019,0.001345824,0.001128677,453.628316,455.5087953,822.2701453,0.270432144,0.07892428,10.7226706,15.63935701,0.134829933,9.17E-05,0.6903374,52.72145789,0.163760732,0.011442902,19.58918675,0,0.225676303,10.9483469,19834.46061,6.58E-06,6436.337368,325.0411505,44233.7854,1764.98417,15147.1047,24221.85226,9016.282017,4757.184793,1822.944094,581.2320392,15944.05475,7589.701582,163.15195,1097.029779,29409.02961,0.001074009,0.001602449,-6.10E-07,9.17E-08,0.068490711,0.052012461,0.033339942,301.3952483,0.045726434,-6.98E-06,16.53030041,1.470974331,6.44E-06,5.205182418,-0.074760366,0.000154373,1.825549062,25.63020924,0.293021988,5.280580073,5924.639752,95.00903026,0,0.110472604,9865.027645,3299.283037,39.45311269,11456.08881,12.00572492,5087.022088,4736.438059,920.7600343,2801.475461,455.5203022,826.1876106,3382.003119,2871.472694,1831.405171,5.965560733,3.216993575,7,44,9484.638079,1260.523616,8.250691832,16.43203023,14.39964062,199.9927484,14.55000649,10.86107683,120.8676577,12.9588232,46.15143577,19.07024388,17.80527104,59.98185773,20.54785785,21.7152641,0.027842625,27.68260128,7.768883806,7,30707
Lagos,Nigeria,Lagos,,,Lagos,Nigeria,Lagos,,,,6.527297519,10600.81199,1474.615086,265.1213178,1659.385128,-2164.47322,305.5625941,-2690.003813,248.3669256,268.5836828,277.9989757,261.4302966,233.1032138,75.2480505,472.6399451,11.42065793,38.25318777,229.4982323,353.9522012,926.0351422,-2659.040661,-1689.614846,1.59773126,0.302398282,607.0877771,611.6699828,1224.275023,0.681208174,0.534386415,28.51991774,5.126069985,29.0984301,0.064083295,3.567806747,5.103074518,5.175820969,7.665422675,0.635794479,0.00567517,14.50325821,43.02317595,19905.85785,7.56E-06,7461.220711,938.4980439,226817.1448,2052.190002,33286.66584,26724.17317,9344.467168,3036.703642,1273.903157,1306.243706,19895.06219,8368.044467,379.2610218,801.8200975,165502.9149,7.45E-05,-0.000981407,-5.10E-08,-8.38E-07,-0.099189109,-0.005223942,0.000953389,12.31218447,-0.046663005,-3.43E-06,7.760287248,0.572491819,2.42E-06,2.536775551,-0.046028597,4.74E-05,0.03774527,3.45168729,0.376584085,220.3049004,1624.556153,4126.365647,0.111837147,9.261475322,13799.46975,3031.752102,36.67395405,13163.19334,13.62717388,4637.654404,4483.102572,780.801204,2628.348621,460.6328223,796.7939638,2667.426438,2016.746077,1269.850299,8.775328631,42.0275768,1,23,14067.01361,1218.013124,14.00050292,26.80780336,7.37431301,199.9288294,19.97441002,24.20029793,266.4083663,28.13587517,48.15987704,17.39278055,15.63126129,54.47985745,24.06075547,7.062018318,0.703068135,70.39469378,19.01154803,1,30123
Nasarawa,Nigeria,Nassarawa,,,Nassarawa,Nigeria,Nassarawa,,,,8.498878554,7210.458038,1846.16439,276.2259899,1297.631953,-2113.283333,366.9082451,-2637.522058,251.1688093,282.6551348,305.708319,251.5463008,214.8491174,92.60150957,788.610699,1.418151266,4.786356268,80.82738708,275.6831176,792.9371891,-2579.440875,-831.3025631,0.001016982,0.00107687,432.6897593,433.8770522,770.3712483,0.537724549,0.131486171,37.30862295,6.211731619,0.019500461,0,2.159363426,28.86793485,0.601391639,0.004345991,24.68138287,0,0.045511154,37.3541341,10580.04775,5.25E-06,6447.837982,373.371181,59667.06632,1730.262255,17131.14901,24832.04709,9076.328647,4466.188559,1693.035882,655.7321109,16618.84648,7745.327342,184.4361077,1015.230767,39184.89574,0.000595517,-0.003553049,-3.00E-06,-2.00E-06,-0.129247898,0.019356073,0.008100109,227.2026101,-0.078776422,-1.30E-05,19.10164126,1.629927243,7.83E-06,6.022551664,-0.209586511,0.000362578,1.396920102,18.64825023,0.425863855,5.614048917,9904.772667,101.4893539,0,0.110012204,6422.406655,3217.174412,36.57283938,10317.71859,10.38100325,4843.580835,4637.490202,1060.596233,2833.121392,522.6863834,917.8493665,3464.016569,3045.119328,2054.283789,3.633899638,7.946790182,7,44,12696.75808,1269.295958,8.629041079,17.31775186,10.79466095,199.8355117,14.99264125,10.25997367,123.7750161,12.69794329,45.87947643,18.78811244,17.21663988,58.3147197,16.59816936,12.83458544,0.052733146,19.80758386,10.30372516,7,30707
Niger,Nigeria,Niger,,,Niger,Nigeria,Niger,,,,9.934649431,5535.22775,2050.647139,279.2389594,1178.274376,-2131.806731,378.9698865,-2625.314359,253.4832149,273.5017865,315.1631097,253.7655951,201.7629464,101.3612931,768.6509559,0.254853725,1.256839006,104.738881,271.3938903,774.5983651,-2554.293064,-635.0354879,0.004314104,0.003735996,428.7226219,429.7025459,761.3993402,0.489566573,0.289590132,47.9223232,5.174431296,0.16331704,0.001294494,0.788438115,26.94717343,0.708701752,0.044133938,17.86756311,0.000143697,0.095091462,48.01741466,9004.087396,2.59E-06,5913.223622,398.0370043,59620.49451,1867.65823,17451.01552,25043.76009,9104.215962,4386.429534,1647.207189,672.5698153,16862.31335,7803.403473,189.8534433,988.2756644,40374.64117,-0.000738992,-0.001118309,-2.77E-06,-1.34E-06,-0.062289091,-0.031730232,-0.019784527,251.1482885,-0.038147631,-8.94E-06,14.50036643,1.243879076,4.92E-06,4.549998412,-0.160114412,0.000156414,2.057395618,18.86166939,0.357016206,4.602214467,2256.703031,84.94755176,0,0.105260289,4429.230234,2884.872835,33.37458188,8962.18439,8.991654093,4290.767568,3696.537253,1269.41174,2925.8483,596.7373427,1027.242647,3635.231766,3345.161146,2372.062168,5.219458365,6.367751639,7,62,12336.68535,1351.054198,8.36011064,17.63680254,13.15605888,199.9977861,14.81718961,9.181909079,111.855509,11.63252579,43.39590247,18.94894763,16.10423138,59.878072,12.22644223,10.171313,0.055126892,16.16503362,11.77060161,7,30722
Ogun,Nigeria,Ogun,,,Ogun,Nigeria,Ogun,,,,7.001757265,9295.34618,1479.818491,263.4383335,1499.710449,-2089.33543,334.923631,-2658.325806,246.3732941,269.1758406,279.8177535,256.5238715,221.3051003,68.32201648,465.9061025,9.314757329,32.48350256,194.7275608,261.4066881,716.7869498,-2617.881485,-1564.844082,0.157355389,0.025648867,614.0150205,618.3673349,1244.931294,0.574430705,0.665315906,50.97656261,5.535454221,19.915052,0.001845895,1.843645529,12.22944882,0.268424,1.832062199,5.815552139,0,0.917233362,51.89379597,15081.52648,1.34E-05,7946.467559,395.8160168,93747.11391,1400.849742,22263.93137,26234.46099,9189.561196,3756.248047,1424.035186,843.7026973,18147.91603,8066.894502,233.6578031,851.2346017,61272.16162,-0.000265326,-0.001471471,-1.59E-06,-1.04E-06,-0.123040849,-0.017332507,-0.013441698,83.05952635,-0.075751025,-9.80E-06,15.80513312,1.291402735,6.65E-06,5.115604121,-0.165742349,0.000167054,0.430128599,12.99721459,0.494224919,19.09669808,4852.48918,352.3644183,1.68E-05,0.936014965,13191.69364,3894.105665,41.58102906,14696.52948,14.67225322,5505.863372,4769.633318,587.6379878,3004.545421,360.1233335,675.1430253,3165.036244,2229.021672,1146.071102,11.06375351,15.07532535,1,23,13802.2145,1327.949242,10.24513516,20.07250198,11.92721688,199.9978014,15.43704955,15.89280479,222.7762175,22.11145777,44.19163634,14.66434712,14.83622596,57.26996516,23.06374301,7.155701216,0.122648618,36.1381917,11.42310591,1,30123
Ondo,Nigeria,Ondo,,,Ondo,Nigeria,Ondo,,,,6.909470879,11285.44935,1465.782294,255.9690401,1792.244999,-2075.602727,330.7353006,-2656.671499,239.7975331,262.1884834,271.6569318,242.2850881,216.9338674,65.68216249,688.917311,9.917749568,32.93157499,237.7312717,293.0971563,810.4879016,-2617.698573,-1624.990941,0.452464553,0.084512483,586.2365156,590.3137915,1170.558193,0.413928278,0.001207758,38.10122904,3.731003088,42.53827335,0.000454027,0.687065177,9.791870253,0.339144576,1.662529363,2.645948197,0,0.498322163,38.5995512,23072.645,1.74E-05,7802.211319,381.6570032,83713.46723,1536.37105,20709.8367,25804.28969,9145.98786,3979.367637,1512.830979,792.8387542,17658.32117,7961.809976,221.1263525,901.8101132,56578.94671,0.000148713,-0.002997461,-5.17E-06,-6.01E-06,-0.142143773,7.12E-05,0.002581526,183.451042,-0.087822802,-2.40E-05,21.4285587,1.688064238,1.26E-05,6.927144195,-0.444020694,0.000434714,0.204346366,11.00531579,0.731387123,18.65889821,10673.89281,339.5309047,0.005429117,0.303501781,14054.44685,4096.21878,47.64513241,17918.8894,20.13877165,5913.496983,6003.001651,519.1509673,3002.976425,339.6397291,629.4815054,3101.245102,1995.485366,935.9804795,17.13821741,11.22262169,1,23,13493.50975,1245.552482,9.061525161,21.66630658,14.14059137,199.8879071,16.51783589,18.89853928,255.1745302,24.98328615,46.70708128,15.58580468,15.86222188,53.37095629,42.79517216,12.59884087,0.082573639,69.16924735,9.828661998,1,30123
Osun,Nigeria,Osun,,,Osun,Nigeria,Osun,,,,7.534717544,9202.967447,1492.113447,254.4190567,1550.122114,-2092.155377,340.9583548,-2648.753888,236.397817,262.7543527,272.164626,241.0190139,211.6110596,66.23018692,520.2866276,8.557166163,28.51062987,204.9980904,256.6034616,676.3720046,-2602.15271,-1473.448349,0.000752801,0.001259318,610.4456204,614.7436021,1235.493947,0.48849949,0.059851913,48.42782221,3.724490792,27.85595947,0,0.17951812,12.61856586,0.109361243,0.43558647,5.393792208,0,1.211417245,49.63923945,16968.11581,1.64E-05,7460.347179,349.7318024,74464.82804,1425.022204,19165.77523,25150.42984,9066.009521,4245.235822,1644.740757,738.4437359,16944.07294,7791.054669,204.2249054,984.3073907,50542.13988,-0.002259901,-0.002157439,-9.14E-06,-3.78E-06,-0.091675603,-0.081151672,-0.057563512,288.569532,-0.060168044,-2.83E-05,23.91171241,1.922754273,1.51E-05,7.818784386,-0.491731211,0.000470557,0.184044945,14.70820561,0.60677741,30.25163246,32617.85492,545.2362447,0,0.615341578,11755.43606,4264.710695,47.19905004,17587.28009,18.62855602,5999.615835,5697.755738,557.9694283,3077.273935,379.4247194,662.8949882,3185.022318,2068.662873,1001.879366,16.05357665,1.219105545,1,23,11838.18604,1248.355251,8.100303323,20.92597399,16.95023423,199.9251138,16.04339097,17.16202712,236.5777147,23.11812626,46.69232309,16.75790168,16.65353132,56.44116048,37.43748596,10.75134476,0.024915485,61.20052715,12.10064868,1,30123
Oyo,Nigeria,Oyo,,,Oyo,Nigeria,Oyo,,,,8.143651376,7433.559691,1574.876914,262.7661901,1191.47435,-2076.733175,353.3255905,-2636.720184,242.3467625,267.5692154,284.16521,246.2737178,208.649544,72.93675843,475.3959141,5.789441156,19.73316143,129.2267019,203.4687803,563.4018198,-2586.82396,-1306.600364,0.000503578,0.000563401,459.8476056,461.4639979,841.9973666,0.43892406,0.201155726,25.92557449,9.86390728,2.845635731,0,2.884408483,38.08985677,0.096754163,0.127606852,18.96052051,0,1.015233481,26.94080797,15031.39453,1.19E-05,7128.775959,388.2541988,69843.92649,1605.196933,19101.28973,25384.32297,9111.640971,4185.535262,1600.552376,724.9068571,17219.39088,7861.626493,202.7929788,957.2778825,46116.29392,-0.000660748,-0.001385251,-9.89E-07,6.98E-07,-0.065084628,-0.029844541,-0.024077627,293.1554507,-0.049419684,-1.05E-05,18.11190057,1.584271181,9.44E-06,5.770665414,-0.118131241,0.000192275,1.107031113,20.27486314,0.361278903,16.58138818,9204.616597,302.363087,0,0.351522785,8449.364552,3568.715805,39.62288166,12204.02803,12.26273145,5303.86362,4784.546061,799.8518895,2771.009027,420.696229,764.3357,3283.955026,2671.143828,1646.122803,6.51690253,1.257051208,7,44,11405.63402,1255.82647,7.925082292,14.05772081,16.81308311,199.9932494,12.97968495,12.00053284,140.4224731,14.66935277,46.10637858,16.898174,17.61672008,59.96738455,21.28934331,16.25772481,0.008014773,29.49006902,9.18191416,7,30707
